id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
562846,HAI-2024-3-16737-1,2024,false,Clear,3,7889,15300,400 Mawozo  - Civilians,7889,16737,400 Mawozo  - Civilians,7889,7889,400 Mawozo,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2024-04-10,A catastrophic human rights situation from January to March 2024: RNDDH alerts the public""",National Human Rights Defense Network (RNDDH),2024-04-10,A catastrophic human rights situation from January to March 2024: RNDDH alerts the public,RNDDH,2,Ganthier commune,Ganthier,Ouest department,Croix-des-Bouquets arrondissement,18.496730,-72.013380,POINT (-72.01338 18.49673),155736,Haiti,HTI,41,Americas,1,1,2024-03-08 00:00:00.000,2024-03-08 00:00:00.000,0,0,0,11,11,11,11,,
407418,HAI-2021-2-16812-1,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-01-28 00:00:00.000,2021-01-28 00:00:00.000,0,0,2,0,2,2,2,,
407419,HAI-2021-2-16812-2,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-02-03 00:00:00.000,2021-02-03 00:00:00.000,0,0,0,1,1,1,1,,
407420,HAI-2021-2-16812-3,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,0,0,2,1,3,3,3,,
407421,HAI-2021-2-16812-4,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,0,0,0,1,1,1,1,,
395047,HAI-2021-2-16812-8,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""Vant Bef Info,2021-04-27,Armed violence in Cité Soleil: At least 3 dead and several injured""",Vant Bef Info,2021-04-27,Armed violence in Cité Soleil: At least 3 dead and several injured,official sources,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-04-26 00:00:00.000,2021-04-26 00:00:00.000,0,0,0,3,3,3,3,,
407424,HAI-2021-2-16812-5,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES"";""Haiti Infos Pro,2021-05-12,Cité-Soleil and the armed gangs, a marriage that still lasts""",RNDDH;Haiti Infos Pro,2021-05-20;2021-05-12,"MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES;Cité-Soleil and the armed gangs, a marriage that still lasts",RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-05-12 00:00:00.000,2021-05-12 00:00:00.000,3,2,10,0,15,15,15,,
407429,HAI-2021-2-16812-6,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""Vant Bef Info,2021-05-30,Haiti / Insecurity: 2 people die during a clash between armed gangs in Cité Soleil""",Vant Bef Info,2021-05-30,Haiti / Insecurity: 2 people die during a clash between armed gangs in Cité Soleil,,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-05-29 00:00:00.000,2021-05-29 00:00:00.000,0,0,1,1,2,2,2,,
407841,HAI-2021-2-16812-7,2021,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""Fondasyon Je Klere,2021-07-01,Communiqué / Situation de terreur dans la région métropolitaine : La FJKL appelle les autorités au respect de leur obligation de protéger les droits des citoyens/citoyennes""",Fondasyon Je Klere,2021-07-01,Communiqué / Situation de terreur dans la région métropolitaine : La FJKL appelle les autorités au respect de leur obligation de protéger les droits des citoyens/citoyennes,,1,Cité Soleil town,"Brooklyn neighborhood, Cité Soleil",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-06-25 00:00:00.000,2021-06-25 00:00:00.000,10,15,0,0,25,40,25,,
445973,HAI-2022-2-16812-0.1,2022,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""Reseau National de Défense des Droits Humains (RNDDH),2022-07-13,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution"";""Vant Bef Info,2022-07-09,Haiti: Resumption of armed clashes in Cité Soleil""",Reseau National de Défense des Droits Humains (RNDDH);Vant Bef Info,2022-07-13;2022-07-09,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution;Haiti: Resumption of armed clashes in Cité Soleil,RNDDH report,1,Cité Soleil town,"Nan Brooklyn, Cité Soleil 

-> Bois-9, Cité Lumière, Cité Gérard, the Linthau project, Wharf, Brooklyn and Soleil 17 strongholds of GPep",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2022-07-07 00:00:00.000,2022-07-07 00:00:00.000,0,0,8,0,8,8,8,,
445974,HAI-2022-2-16812-0.2,2022,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""Vant Bef Info,2022-07-09,Haiti: Resumption of armed clashes in Cité Soleil"";""Reseau National de Défense des Droits Humains (RNDDH),2022-07-13,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution""",Vant Bef Info;Reseau National de Défense des Droits Humains (RNDDH),2022-07-09;2022-07-13,Haiti: Resumption of armed clashes in Cité Soleil;A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution,RNDDH report,1,Cité Soleil town,"Nan Brooklyn, Cité Soleil 

->-> Bois-9, Cité Lumière, Cité Gérard, the Linthau project, Wharf, Brooklyn and Soleil 17 strongholds of GPep",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2022-07-08 00:00:00.000,2022-07-08 00:00:00.000,0,16,31,0,47,47,47,,
445975,HAI-2022-2-16812-0.3,2022,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""Reseau National de Défense des Droits Humains (RNDDH),2022-07-13,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution"";""Vant Bef Info,2022-07-09,Haiti: Resumption of armed clashes in Cité Soleil""",Reseau National de Défense des Droits Humains (RNDDH);Vant Bef Info,2022-07-13;2022-07-09,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution;Haiti: Resumption of armed clashes in Cité Soleil,RNDDH report,1,Cité Soleil town,"Nan Brooklyn, Cité Soleil 

-> Bois-9, Cité Lumière, Cité Gérard, the Linthau project, Wharf, Brooklyn and Soleil 17 strongholds of GPep",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2022-07-09 00:00:00.000,2022-07-09 00:00:00.000,0,0,0,23,23,23,23,,
445976,HAI-2022-2-16812-0.4,2022,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""Reseau National de Défense des Droits Humains (RNDDH),2022-07-13,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution""",Reseau National de Défense des Droits Humains (RNDDH),2022-07-13,A new war in Cité Soleil: The RNDDH requires the immediate intervention of the police institution,RNDDH report,1,Cité Soleil town,"Nan Brooklyn, Cité Soleil 

-> Bois-9, Cité Lumière, Cité Gérard, the Linthau project, Wharf, Brooklyn and Soleil 17 strongholds of GPep",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2022-07-10 00:00:00.000,2022-07-10 00:00:00.000,8,0,3,0,11,11,11,,
446029,HAI-2022-2-16812-1,2022,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""United Nations Office for the Coordination of Humanitarian Affairs (OCHA),2022-07-15,Daily Noon Briefing Highlights –   15 July 2022  Haiti"";""Haiti Libre,2022-07-16,Haiti - Humanitarian : Insecurity prevents UN agencies from providing relief in Cité Soleil""",United Nations Office for the Coordination of Humanitarian Affairs (OCHA);Haiti Libre,2022-07-15;2022-07-16,Daily Noon Briefing Highlights –   15 July 2022  Haiti;Haiti - Humanitarian : Insecurity prevents UN agencies from providing relief in Cité Soleil,OCHA,1,Cité Soleil town,Cite Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,2,2022-07-14 00:00:00.000,2022-07-15 00:00:00.000,0,0,0,10,10,10,10,,
450904,HAI-2022-2-16812-2,2022,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""Haiti Libre,2022-09-12,Haiti - News : Zapping...""",Haiti Libre,2022-09-12,Haiti - News : Zapping...,,1,Cité Soleil town,Cite Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2022-09-11 00:00:00.000,2022-09-11 00:00:00.000,0,0,5,0,5,5,5,,
510101,HAI-2023-2-16812-3.2,2023,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,1,"""United Nations Security Council,2023-09-15,S/2023/674""",United Nations Security Council,2023-09-15,S/2023/674,UN Security council,1,Cité Soleil town,"Nan Belekou

Cite Soleil commune",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2023-04-07 00:00:00.000,2023-04-07 00:00:00.000,3,0,0,0,3,3,2,,
475466,HAI-2023-2-16812-0,2023,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,3,"""Vant Bef Info,2023-04-24,Conflit armé à Cité Soleil: Au moins 70 morts selon l’ONU, plus d’une centaine selon un notable"";""RNDDH,2023-04-24,Intensification of armed attacks: RNDDH demands explanations from the government authorities."";""Fondasyon Je Klere,2023-05-02,R A P P O R T Situation de terreur en Haïti, les chiffres noirs du gouvernement d’Ariel HENRY""",Vant Bef Info;RNDDH;Fondasyon Je Klere,2023-04-24;2023-04-24;2023-05-02,"Conflit armé à Cité Soleil: Au moins 70 morts selon l’ONU, plus d’une centaine selon un notable;Intensification of armed attacks: RNDDH demands explanations from the government authorities.;R A P P O R T Situation de terreur en Haïti, les chiffres noirs du gouvernement d’Ariel HENRY",OCHA,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,2,2023-04-14 00:00:00.000,2023-04-19 00:00:00.000,0,0,21,49,70,74,70,,
502844,HAI-2023-2-16812-2,2023,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""Haiti Libre,2023-11-16,Haiti - FLASH : Emergency evacuation of the Fontaine Hospital Center in Cité Soleil in the midst of urban guerrilla warfare"";""Haiti Libre,2023-11-16,Haiti - News : Zapping...""",Haiti Libre;Haiti Libre,2023-11-16;2023-11-16,Haiti - FLASH : Emergency evacuation of the Fontaine Hospital Center in Cité Soleil in the midst of urban guerrilla warfare;Haiti - News : Zapping...,authirities from the Fontaine Hospital Center,1,Cité Soleil town,Cite Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,3,3,3,2,,
515950,HAI-2024-2-16812-1,2024,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,3,"""Haiti Libre,2024-02-01,Haiti - News : Zapping..."";""UN Integrated Office in Haiti (BINUH),2024-03-11,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI"";""UN Security Council,2024-03-29,S/2024/253: Interim report of the Panel of Experts on Haiti submitted pursuant to resolution 2700 (2023)""",Haiti Libre;UN Integrated Office in Haiti (BINUH);UN Security Council,2024-02-01;2024-03-11;2024-03-29,Haiti - News : Zapping...;QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI;S/2024/253: Interim report of the Panel of Experts on Haiti submitted pursuant to resolution 2700 (2023),Haiti Libre; UN Security Council,2,Cité Soleil town,La Saline and the surroundings of Wharf Jérémie,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,2,2024-01-27 00:00:00.000,2024-01-31 00:00:00.000,10,10,10,0,30,30,30,,
514867,HAI-2024-2-16812-0.1,2024,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""EFE News Service,2024-02-13,Hundreds of Haitians flee gang war"";""UN Integrated Office in Haiti (BINUH),2024-04-19,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI""",EFE News Service;UN Integrated Office in Haiti (BINUH),2024-02-13;2024-04-19,Hundreds of Haitians flee gang war;QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI,BINUH,2,Cité Soleil town,"La Plaine (Blanchard, Duvivier, Fourgy, Sibert, Marin (Cité Soleil) and Croix-des-Missions (Tabarre)",Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,2,2,2024-02-08 00:00:00.000,2024-02-12 00:00:00.000,0,0,64,0,64,64,64,,
563049,HAI-2024-2-16812-0.2,2024,true,Clear,2,16812,15353,G9 - G-Pep,16812,16812,G9 - G-Pep,7793,7793,G9,8104,8104,G-Pep,2,"""EFE News Service,2024-02-13,Hundreds of Haitians flee gang war"";""UN Integrated Office in Haiti (BINUH),2024-04-19,QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI""",EFE News Service;UN Integrated Office in Haiti (BINUH),2024-02-13;2024-04-19,Hundreds of Haitians flee gang war;QUARTERLY REPORT ON THE HUMAN RIGHTS SITUATION IN HAITI,BINUH,2,Tabarre commune,"La Plaine (Blanchard, Duvivier, Fourgy, Sibert, Marin (Cité Soleil) and Croix-des-Missions (Tabarre)",Ouest department,Port-au-Prince arrondissement,18.583330,-72.266670,POINT (-72.26667 18.58333),156456,Haiti,HTI,41,Americas,2,2,2024-02-08 00:00:00.000,2024-02-12 00:00:00.000,0,0,65,0,65,65,65,,
454102,HAI-2022-2-17300-0.1,2022,true,Clear,2,17300,15736,400 Mawozo  - Kraze Baryè,17300,17300,400 Mawozo  - Kraze Baryè,7889,7889,400 Mawozo,8417,8417,Kraze Baryè,6,"""Haiti Libre,2022-10-21,Haiti - FLASH :The village of Noailles victim of the gang war at least 15 dead"";""ICI Haiti,2022-10-24,iciHaiti - Croix-des-Bouquets : Resumption of gang warfare at least 12 dead"";""Fondation Afriamérica,2022-10-19,Appel aux instances concernées"";""Haiti24.net,2022-10-11,Affrontements entre le gang de Vitelhomme et 400 Mawozo : Les habitants de la Croix-des-Bouquets aux abois"";""Haiti24.net,2022-10-15,Croix-des-Bouquets-Affrontements entre les gangs de Vitelhomme et 400 Mawozo : La population à bout de souffle"";""Prensa Latina,2022-10-20,Gang clashes in Haiti leave 15 dead""",Haiti Libre;ICI Haiti;Fondation Afriamérica;Haiti24.net;Haiti24.net;Prensa Latina,2022-10-21;2022-10-24;2022-10-19;2022-10-11;2022-10-15;2022-10-20,Haiti - FLASH :The village of Noailles victim of the gang war at least 15 dead;iciHaiti - Croix-des-Bouquets : Resumption of gang warfare at least 12 dead;Appel aux instances concernées;Affrontements entre le gang de Vitelhomme et 400 Mawozo : Les habitants de la Croix-des-Bouquets aux abois;Croix-des-Bouquets-Affrontements entre les gangs de Vitelhomme et 400 Mawozo : La population à bout de souffle;Gang clashes in Haiti leave 15 dead,witnesses,1,Noailles village,village of Noailles (Commune of Croix-des-Bouquets),Ouest department,Croix-des-Bouquets arrondissement,18.571485,-72.229697,POINT (-72.2296977 18.571485),156456,Haiti,HTI,41,Americas,2,4,2022-10-12 00:00:00.000,2022-10-19 00:00:00.000,0,0,0,8,8,8,8,,
454151,HAI-2022-2-17300-0.2,2022,true,Clear,2,17300,15736,400 Mawozo  - Kraze Baryè,17300,17300,400 Mawozo  - Kraze Baryè,7889,7889,400 Mawozo,8417,8417,Kraze Baryè,4,"""Haiti Libre,2022-10-21,Haiti - FLASH :The village of Noailles victim of the gang war at least 15 dead"";""ICI Haiti,2022-10-24,iciHaiti - Croix-des-Bouquets : Resumption of gang warfare at least 12 dead"";""Fondation Afriamérica,2022-10-19,Appel aux instances concernées"";""Haiti24.net,2022-10-11,Affrontements entre le gang de Vitelhomme et 400 Mawozo : Les habitants de la Croix-des-Bouquets aux abois""",Haiti Libre;ICI Haiti;Fondation Afriamérica;Haiti24.net,2022-10-21;2022-10-24;2022-10-19;2022-10-11,Haiti - FLASH :The village of Noailles victim of the gang war at least 15 dead;iciHaiti - Croix-des-Bouquets : Resumption of gang warfare at least 12 dead;Appel aux instances concernées;Affrontements entre le gang de Vitelhomme et 400 Mawozo : Les habitants de la Croix-des-Bouquets aux abois,witnesses,1,Noailles village,village of Noailles (Commune of Croix-des-Bouquets),Ouest department,Croix-des-Bouquets arrondissement,18.571485,-72.229697,POINT (-72.2296977 18.571485),156456,Haiti,HTI,41,Americas,1,1,2022-10-17 00:00:00.000,2022-10-17 00:00:00.000,0,0,0,7,7,7,7,,
455824,HAI-2022-2-17300-1,2022,true,Clear,2,17300,15736,400 Mawozo  - Kraze Baryè,17300,17300,400 Mawozo  - Kraze Baryè,7889,7889,400 Mawozo,8417,8417,Kraze Baryè,1,"""ICI Haiti,2022-10-24,iciHaiti - Croix-des-Bouquets : Resumption of gang warfare at least 12 dead""",ICI Haiti,2022-10-24,iciHaiti - Croix-des-Bouquets : Resumption of gang warfare at least 12 dead,,5,Croix-des-Bouquets commune,Croix-des-Bouquets,Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,2,2,2022-10-22 00:00:00.000,2022-10-24 00:00:00.000,0,0,0,12,12,12,12,,
515948,HAI-2024-2-17300-1,2024,false,Clear,2,17300,15736,400 Mawozo  - Kraze Baryè,17300,17300,400 Mawozo  - Kraze Baryè,7889,7889,400 Mawozo,8417,8417,Kraze Baryè,3,"""National Human Rights Defense Network (RNDDH),2024-04-10,A catastrophic human rights situation from January to March 2024: RNDDH alerts the public"";""Haiti Libre,2024-01-31,Haiti - News : Zapping..."";""Vant Bef Info,2024-01-30,Pernier : affrontements armés sanglants entre les hommes de Lanmò San Jou et ceux de Vitelomme""",National Human Rights Defense Network (RNDDH);Haiti Libre;Vant Bef Info,2024-04-10;2024-01-31;2024-01-30,A catastrophic human rights situation from January to March 2024: RNDDH alerts the public;Haiti - News : Zapping...;Pernier : affrontements armés sanglants entre les hommes de Lanmò San Jou et ceux de Vitelomme,RNDDH,2,Pétion-Ville town,Pernier,Ouest department,Port-au-Prince arrondissement,18.512541,-72.285219,POINT (-72.285219 18.512541),156456,Haiti,HTI,41,Americas,1,1,2024-01-30 00:00:00.000,2024-01-30 00:00:00.000,0,0,0,4,4,4,4,,
487575,HAI-2023-3-17576-3,2023,true,Clear,3,8746,15962,"5 Segond, Taliban - Civilians",8746,17576,"5 Segond, Taliban - Civilians",8746,8746,"5 Segond, Taliban",9999,1,Civilians,2,"""RNDDH,2023-04-24,Intensification of armed attacks: RNDDH demands explanations from the government authorities."";""Fondasyon Je Klere,2023-05-02,R A P P O R T Situation de terreur en Haïti, les chiffres noirs du gouvernement d’Ariel HENRY""",RNDDH;Fondasyon Je Klere,2023-04-24;2023-05-02,"Intensification of armed attacks: RNDDH demands explanations from the government authorities.;R A P P O R T Situation de terreur en Haïti, les chiffres noirs du gouvernement d’Ariel HENRY","RNDDH, FJKL, BINUH",2,Cabaret commune,"cabaret commune

source matelas",Ouest department,Arcahaie arrondissement,18.733333,-72.416667,POINT (-72.416667 18.733333),156456,Haiti,HTI,41,Americas,2,2,2023-04-19 00:00:00.000,2023-04-24 00:00:00.000,0,0,13,57,70,70,70,,
491402,HAI-2023-3-17597-0,2023,true,Clear,3,7849,15979,Grand Ravine - Civilians,7849,17597,Grand Ravine - Civilians,7849,7849,Grand Ravine,9999,1,Civilians,2,"""Vant Bef Info,2023-05-24,Carrefour-Feuilles : Un écolier tué, plusieurs résidents blessés lors d’une attaque armée des bandits de Gran-Ravin"";""RNDDH,2023-07-13,The resurgence of acts against lives and property: RNDDH urges police authorities to act.""",Vant Bef Info;RNDDH,2023-05-24;2023-07-13,"Carrefour-Feuilles : Un écolier tué, plusieurs résidents blessés lors d’une attaque armée des bandits de Gran-Ravin;The resurgence of acts against lives and property: RNDDH urges police authorities to act.",RNDDH,1,Port-au-Prince city,"Carrefour-Feuilles

P-a-P",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-05-24 00:00:00.000,2023-05-24 00:00:00.000,0,0,1,0,1,1,1,,
511106,HAI-2023-3-17597-5,2023,true,Clear,3,7849,15979,Grand Ravine - Civilians,7849,17597,Grand Ravine - Civilians,7849,7849,Grand Ravine,9999,1,Civilians,3,"""RNDDH,2023-08-18,The Increasing violence in the West and Artibonite departments: RNDDH denounces the complicity of the CSPN."";""Haiti Libre,2023-08-18,Haiti - FLASH : More than 30 dead in the attacks in Carrefour-Feuilles"";""Haiti Libre,2023-08-21,Haiti - Insecurity : Dead, injured kidnappings the daily hell of Haitians""",RNDDH;Haiti Libre;Haiti Libre,2023-08-18;2023-08-18;2023-08-21,"The Increasing violence in the West and Artibonite departments: RNDDH denounces the complicity of the CSPN.;Haiti - FLASH : More than 30 dead in the attacks in Carrefour-Feuilles;Haiti - Insecurity : Dead, injured kidnappings the daily hell of Haitians",RNDDH,1,Port-au-Prince city,Savane Pistache,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-08-07 00:00:00.000,2023-08-07 00:00:00.000,0,0,1,0,1,1,1,,
511107,HAI-2023-3-17597-6,2023,true,Clear,3,7849,15979,Grand Ravine - Civilians,7849,17597,Grand Ravine - Civilians,7849,7849,Grand Ravine,9999,1,Civilians,3,"""Haiti Libre,2023-08-21,Haiti - Insecurity : Dead, injured kidnappings the daily hell of Haitians"";""Haiti Libre,2023-08-18,Haiti - FLASH : More than 30 dead in the attacks in Carrefour-Feuilles"";""RNDDH,2023-08-18,The Increasing violence in the West and Artibonite departments: RNDDH denounces the complicity of the CSPN.""",Haiti Libre;Haiti Libre;RNDDH,2023-08-21;2023-08-18;2023-08-18,"Haiti - Insecurity : Dead, injured kidnappings the daily hell of Haitians;Haiti - FLASH : More than 30 dead in the attacks in Carrefour-Feuilles;The Increasing violence in the West and Artibonite departments: RNDDH denounces the complicity of the CSPN.",RNDDH,1,Port-au-Prince city,"Carrefour-Feuilles, Impasse Beauboeuf",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2023-08-08 00:00:00.000,2023-08-08 00:00:00.000,0,0,1,0,1,1,1,,
