id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
407052,HAI-2020-3-16462-39,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000,0,0,1,0,1,1,1,,
380959,HAI-2020-3-16462-34,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""Vant Bef Info,2020-09-19,Haiti / Security: Tension in Bel-Air: At least two dead and several houses set on fire""",Vant Bef Info,2020-09-19,Haiti / Security: Tension in Bel-Air: At least two dead and several houses set on fire,,1,Port-au-Prince city,"Bel-Air district, in downtown Port-au-Prince.",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-09-19 00:00:00.000,2020-09-19 00:00:00.000,0,0,2,0,2,2,2,,
407054,HAI-2020-3-16462-40,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-04 00:00:00.000,2020-10-04 00:00:00.000,0,0,1,0,1,1,1,,
407055,HAI-2020-3-16462-41,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-05 00:00:00.000,2020-10-05 00:00:00.000,0,0,1,0,1,1,1,,
407056,HAI-2020-3-16462-42,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-09 00:00:00.000,2020-10-09 00:00:00.000,0,0,2,0,2,2,2,,
407057,HAI-2020-3-16462-43,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-16 00:00:00.000,2020-10-16 00:00:00.000,0,0,3,0,3,3,3,,
407058,HAI-2020-3-16462-44,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-20 00:00:00.000,2020-10-20 00:00:00.000,0,0,3,0,3,3,3,,
407059,HAI-2020-3-16462-45,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-10-21 00:00:00.000,2020-10-21 00:00:00.000,0,0,4,0,4,4,4,,
372171,HAI-2020-3-16462-32,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,3,"""Haiti Libre,2020-11-02,Haiti - FLASH : Kidnapped, tortured, raped and killed the young student Sincère found in a landfill"";""ICI Haiti,2020-11-11,iciHaiti - Insecurity : The RNDDH denounces the involvement of the G9 in the assassination of Evelyne Sincère"";""ICI Haiti,2020-11-06,iciHaiti - Assassination of Evelyne Sincère : G9 thugs collaborate with the PNH and arrest «Kiki»""",Haiti Libre;ICI Haiti;ICI Haiti,2020-11-02;2020-11-11;2020-11-06,"Haiti - FLASH : Kidnapped, tortured, raped and killed the young student Sincère found in a landfill;iciHaiti - Insecurity : The RNDDH denounces the involvement of the G9 in the assassination of Evelyne Sincère;iciHaiti - Assassination of Evelyne Sincère : G9 thugs collaborate with the PNH and arrest «Kiki»","Family members, RNDDH (Human Rights NGO in Haiti)",2,Port-au-Prince city,Port au Prince or Delmas,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,2,2020-10-29 00:00:00.000,2020-11-02 00:00:00.000,0,0,1,0,1,1,1,,
372172,HAI-2020-3-16462-33,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""Haiti Pros Info,2020-12-15,A young schoolboy and an adult murdered in Bel-Air by the '' Krache dife '' gang""",Haiti Pros Info,2020-12-15,A young schoolboy and an adult murdered in Bel-Air by the '' Krache dife '' gang,Witnesses,1,Port-au-Prince city,Bel-Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-12-15 00:00:00.000,2020-12-15 00:00:00.000,0,0,2,0,2,2,2,,
407061,HAI-2020-3-16462-46,2020,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2020-12-15 00:00:00.000,2020-12-15 00:00:00.000,0,0,2,0,2,2,2,,
407063,HAI-2021-3-16462-0,2021,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2021-04-01 00:00:00.000,2021-04-01 00:00:00.000,0,0,8,0,8,8,8,,
407422,HAI-2021-3-16462-3,2021,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-04-26 00:00:00.000,2021-04-26 00:00:00.000,0,0,21,1,22,22,22,,
407423,HAI-2021-3-16462-4,2021,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Cité Soleil town,Cité Soleil,Ouest department,Port-au-Prince arrondissement,18.577857,-72.331887,POINT (-72.331887 18.577857),156456,Haiti,HTI,41,Americas,1,1,2021-05-01 00:00:00.000,2021-05-01 00:00:00.000,0,0,14,0,14,14,14,,
407065,HAI-2021-3-16462-1,2021,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES""",RNDDH,2021-05-20,MASSACRES IN BEL-AIR AND CITÉ SOLEIL UNDER THE INDIFFERENT GAZE OF STATE AUTHORITIES,RNDDH report,1,Port-au-Prince city,Bel Air,Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2021-05-10 00:00:00.000,2021-05-10 00:00:00.000,0,0,7,0,7,7,7,,
407619,HAI-2021-3-16462-5,2021,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,2,"""RNDDH,2021-07-02,DARK NIGHT IN PORT-AU-PRINCE AND DELMAS: RNDDH CALLS FOR POPULAR MOBILIZATION"";""Vant Bef Info,2021-06-30,Des cadavres éparpillés à Port-au-Prince""",RNDDH;Vant Bef Info,2021-07-02;2021-06-30,DARK NIGHT IN PORT-AU-PRINCE AND DELMAS: RNDDH CALLS FOR POPULAR MOBILIZATION;Des cadavres éparpillés à Port-au-Prince,RNDDH report,1,Delmas town,Delmas 32,Ouest department,Port-au-Prince arrondissement,18.556394,-72.295993,POINT (-72.295993 18.556394),156456,Haiti,HTI,41,Americas,1,1,2021-06-29 00:00:00.000,2021-06-29 00:00:00.000,0,0,15,0,15,15,15,,
407620,HAI-2021-3-16462-6,2021,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,3,"""Vant Bef Info,2021-06-30,Des cadavres éparpillés à Port-au-Prince"";""Vant Bef Info,2021-06-30,Le journaliste Diego Charles et la militante Antoinette Duclair abattus à Christ-Roi"";""RNDDH,2021-07-02,DARK NIGHT IN PORT-AU-PRINCE AND DELMAS: RNDDH CALLS FOR POPULAR MOBILIZATION""",Vant Bef Info;Vant Bef Info;RNDDH,2021-06-30;2021-06-30;2021-07-02,Des cadavres éparpillés à Port-au-Prince;Le journaliste Diego Charles et la militante Antoinette Duclair abattus à Christ-Roi;DARK NIGHT IN PORT-AU-PRINCE AND DELMAS: RNDDH CALLS FOR POPULAR MOBILIZATION,RNDDH report,1,Port-au-Prince city,"Acacia Street, Christ-Roi",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2021-06-29 00:00:00.000,2021-06-29 00:00:00.000,0,0,3,0,3,3,3,,
445215,HAI-2022-3-16462-1,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""Vant Bef Info,2022-04-06,Port-au-Prince: Une personne tuée suite à une tentative de kidnapping""",Vant Bef Info,2022-04-06,Port-au-Prince: Une personne tuée suite à une tentative de kidnapping,police,1,Port-au-Prince city,"rue du Quai, not far from the Banque République d'Haiti (BRH)",Ouest department,Port-au-Prince arrondissement,18.539170,-72.335000,POINT (-72.335 18.53917),156456,Haiti,HTI,41,Americas,1,1,2022-04-06 00:00:00.000,2022-04-06 00:00:00.000,0,0,1,0,1,1,1,,
467267,HAI-2022-3-16462-6,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,Carrefour Shada,Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,1,1,2022-04-24 00:00:00.000,2022-04-24 00:00:00.000,0,0,1,0,1,1,1,,
467268,HAI-2022-3-16462-7,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,18.596790,-72.285180,POINT (-72.28518 18.59679),156456,Haiti,HTI,41,Americas,1,1,2022-04-24 00:00:00.000,2022-04-24 00:00:00.000,0,0,2,0,2,2,2,,
467269,HAI-2022-3-16462-8,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,18.596790,-72.285180,POINT (-72.28518 18.59679),156456,Haiti,HTI,41,Americas,1,1,2022-04-24 00:00:00.000,2022-04-24 00:00:00.000,0,0,1,0,1,1,1,,
467271,HAI-2022-3-16462-9,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Croix-des-Missions town,Croix-des-Missions,Ouest department,Port-au-Prince arrondissement,18.596790,-72.285180,POINT (-72.28518 18.59679),156456,Haiti,HTI,41,Americas,1,1,2022-04-24 00:00:00.000,2022-04-24 00:00:00.000,0,0,1,0,1,1,1,,
467094,HAI-2022-3-16462-5,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,2,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities"";""National Human Rights Defense Network (RNDDH),2022-05-10,Violent clashes between armed gangs: RNDDH demands protection of the Haitian population""",National Human Rights Defense Network (RNDDH);National Human Rights Defense Network (RNDDH),2022-06-27;2022-05-10,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities;Violent clashes between armed gangs: RNDDH demands protection of the Haitian population,,5,Croix-des-Bouquets commune,Croix-des-mission,Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,2,4,2022-04-24 00:00:00.000,2022-05-05 00:00:00.000,0,0,0,27,27,27,27,,
467063,HAI-2022-3-16462-3,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,"Wout te is in Shada, croix-des-bouquets",Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,1,1,2022-04-25 00:00:00.000,2022-04-25 00:00:00.000,0,0,1,0,1,1,1,,
467292,HAI-2022-3-16462-10,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,"Korido Djo, Shada",Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,1,1,2022-04-25 00:00:00.000,2022-04-25 00:00:00.000,0,0,1,0,1,1,1,,
467293,HAI-2022-3-16462-11,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,1,Butte Boyer town,Butte Boyer,Ouest department,Port-au-Prince arrondissement,18.595747,-72.276809,POINT (-72.276809 18.595747),156456,Haiti,HTI,41,Americas,1,1,2022-04-25 00:00:00.000,2022-04-25 00:00:00.000,0,0,1,0,1,1,1,,
467064,HAI-2022-3-16462-4,2022,true,Clear,3,7793,15080,G9 - Civilians,7793,16462,G9 - Civilians,7793,7793,G9,9999,1,Civilians,1,"""National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities""",National Human Rights Defense Network (RNDDH),2022-06-27,Carnage at la Plaine du Cul-de-Sac: The survivors demand the support of the authorities,,5,Croix-des-Bouquets commune,Croix-des-bouquets,Ouest department,Croix-des-Bouquets arrondissement,18.606567,-72.222182,POINT (-72.222182 18.606567),156456,Haiti,HTI,41,Americas,1,1,2022-04-26 00:00:00.000,2022-04-26 00:00:00.000,0,0,2,0,2,2,2,,
